지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),평균 풍속(m/s),평균 상대습도(%)
108,서울,2023-06-16,23.7,19.1,28.9,,2.1,64.4
108,서울,2023-06-17,24.2,18.9,30.2,,2,57.1
108,서울,2023-06-18,25.9,20.8,32.6,,2,60.5
108,서울,2023-06-19,28.5,23.3,34,,2.2,57.8
108,서울,2023-06-20,24.7,21.4,26.4,6.83,1.9,64.5
108,서울,2023-06-21,20.5,19.2,22.1,14.67,2.1,92.6
108,서울,2023-06-22,22.5,18.9,26.4,.25,2.2,77.1
108,서울,2023-06-23,24.4,20,29.9,,1.5,76.6
108,서울,2023-06-24,26.4,21.9,31.1,,2,70.5
108,서울,2023-06-25,28.2,22.8,33.1,,2.1,64.9
108,서울,2023-06-26,24.2,22.3,27.5,13.25,2.9,88.6
108,서울,2023-06-27,25.3,21.4,29.1,2.5,3.2,73.1
108,서울,2023-06-28,26.5,24.2,30.1,.5,2.5,77.4
108,서울,2023-06-29,24.2,23.2,25.9,17.83,2.3,95.4
108,서울,2023-06-30,25.3,23.2,29.1,11.92,1.8,89.8
108,서울,2023-07-01,27.7,23.3,32.9,,2,76.9
108,서울,2023-07-02,26.7,23.5,30.6,,1.9,79.5
108,서울,2023-07-03,29.1,24.1,34.9,,1.8,72
108,서울,2023-07-04,26.1,24.5,29.2,10.5,2.3,86.8
108,서울,2023-07-05,24.5,22.1,27.1,6.08,3.7,82.6
108,서울,2023-07-06,27.3,22.4,31.8,,2.7,70.9
108,서울,2023-07-07,26.7,23.3,31.4,,2.3,64.9
108,서울,2023-07-08,25.6,22.4,29.7,,2.2,76.5
108,서울,2023-07-09,24.7,21.6,27,7.17,2,86.4
108,서울,2023-07-10,26.3,22.9,30.9,.67,2.3,80.4
108,서울,2023-07-11,23.5,21.6,25.9,11.83,1.9,92.4
108,서울,2023-07-12,25.8,22,29.1,5.17,1.5,86.4
108,서울,2023-07-13,25.2,24.7,26.5,20.67,1.6,95
108,서울,2023-07-14,24.6,23.9,25.1,24,2.9,99.1
108,서울,2023-07-15,24.5,23.7,25.7,14.25,3,93.5
108,서울,2023-07-16,24.6,23.7,25.4,2.92,2.3,89.5
108,서울,2023-07-17,25.5,23.7,27.8,3.75,1.7,86.1
108,서울,2023-07-18,25.2,24.1,27.7,12.67,1.4,87.9
108,서울,2023-07-19,27.2,22.5,32.4,,1.7,78.8
108,서울,2023-07-20,27.9,24,32.8,,1.8,74
108,서울,2023-07-21,29.5,24.6,34.3,,1.8,69.6
108,서울,2023-07-22,27.7,24.6,32.5,7.08,2.6,73.9
108,서울,2023-07-23,25.2,24.5,25.8,19,2.1,94.3
108,서울,2023-07-24,26.9,24.6,30,2.08,2,83.1
108,서울,2023-07-25,27.8,25.8,30.5,1.75,2.7,80.5
108,서울,2023-07-26,27.6,24.9,31.1,2.67,2.2,80.9
108,서울,2023-07-27,28.4,24.4,32.2,.25,1.9,78.1
108,서울,2023-07-28,29.5,25.4,34.1,,2.1,72.4
108,서울,2023-07-29,29.1,26.1,33.3,,2,72.1
108,서울,2023-07-30,28.8,24.9,34.9,3.17,1.9,72.5
108,서울,2023-07-31,28.7,25.6,33.4,.67,1.7,76.3
108,서울,2023-08-01,29.9,25.5,34.2,,1.9,71.6
108,서울,2023-08-02,29.7,26.8,33.7,,2.1,67.8
108,서울,2023-08-03,29.5,25.8,33.8,,2.1,67
108,서울,2023-08-04,30,26.5,34.4,,1.9,67.6
108,서울,2023-08-05,30.3,26.4,34.9,,2,69
108,서울,2023-08-06,29.8,27,33,1.58,1.7,76.5
108,서울,2023-08-07,30.4,27.3,34.6,,2.7,68.4
108,서울,2023-08-08,30.9,26.4,35.8,,2.9,60.5
108,서울,2023-08-09,28.3,25.1,31.6,1.58,3.2,67.6
108,서울,2023-08-10,22.2,20.9,25.1,24,3.7,91.9
108,서울,2023-08-11,23.5,21.6,24.9,21.5,2.3,93.1
108,서울,2023-08-12,23.3,22.5,24.1,14.42,1.9,91
108,서울,2023-08-13,27,22.6,31.1,,1.7,76.9
108,서울,2023-08-14,28.1,24.8,31.9,,1.6,75.4
108,서울,2023-08-15,28.6,24.7,32.7,,2.3,71.4
108,서울,2023-08-16,27.3,24.7,31.6,.92,2.1,72
108,서울,2023-08-17,28.2,24.5,32.4,,1.7,73
108,서울,2023-08-18,29.1,25.5,33.3,.67,1.9,72.1
108,서울,2023-08-19,29.1,26.4,33.6,,1.9,68.9
108,서울,2023-08-20,28.3,25.5,31.8,1.83,1.6,71.8
108,서울,2023-08-21,29.5,26,33.6,1.17,2.4,69.8
108,서울,2023-08-22,27.6,25.8,32.2,7.75,2.4,80.3
108,서울,2023-08-23,24.8,23.2,27.2,17.58,2.2,91.3
108,서울,2023-08-24,25.1,22.3,27.8,4.33,2.8,84.8
108,서울,2023-08-25,26.5,24,30,.17,2.6,77.9
108,서울,2023-08-26,26.4,23.3,30.3,,1.8,72.3
108,서울,2023-08-27,26.1,22.7,29.6,5.67,1.8,75
108,서울,2023-08-28,22.7,20.8,25.6,20.67,3.3,87.5
108,서울,2023-08-29,23.9,22.5,25.5,16.92,2.1,89.6
108,서울,2023-08-30,22.8,21.5,24.5,10.42,1.1,88
108,서울,2023-08-31,23.9,21,28.9,,1.3,76.9
108,서울,2023-09-01,24.5,19.7,29.6,,2,70.6
108,서울,2023-09-02,25.4,19.7,30.8,,1.6,63.9
108,서울,2023-09-03,25.8,23.1,28.8,2.75,2.2,77.8
108,서울,2023-09-04,27,24.3,30.2,2.5,1.8,79.9
108,서울,2023-09-05,28.5,25,32.8,.17,1.8,69.5
108,서울,2023-09-06,27.9,24,32.1,,2.4,65.1
108,서울,2023-09-07,26.3,20.9,31.6,,2.5,54.8
108,서울,2023-09-08,25.3,19.6,30.5,,2.3,60.3
108,서울,2023-09-09,25.8,20.8,31.2,,1.8,66.3
108,서울,2023-09-10,25.7,22,29.6,,1.6,68.1
108,서울,2023-09-11,25.5,23.1,29.8,,1.9,67.3
108,서울,2023-09-12,25.7,21.7,29.8,,1.5,69.8
108,서울,2023-09-13,22.1,19.6,24.6,15.75,1.8,84.5
108,서울,2023-09-14,23.4,19.2,27.2,,2.4,72.4
108,서울,2023-09-15,22.3,20.3,24.3,12.17,2.6,82.3
108,서울,2023-09-16,23.9,22,26.6,9.75,1.7,87.8
108,서울,2023-09-17,24.7,22,28,2.08,1.4,84.8
108,서울,2023-09-18,24.7,22.1,28.9,,1.9,79.1
108,서울,2023-09-19,24.1,21.6,27.2,,1.6,81.1
108,서울,2023-09-20,20.6,18.8,23.9,18.83,2.7,90.4
108,서울,2023-09-21,20.1,17.5,23.6,.83,2.3,70.9
108,서울,2023-09-22,20.5,15.2,26.7,,1.7,68.4
108,서울,2023-09-23,21.8,16.3,27.6,,2.5,63.9
108,서울,2023-09-24,21.8,17.9,26.2,,2.9,56.4
108,서울,2023-09-25,21.6,17.9,26,8.08,2.3,66.4
108,서울,2023-09-26,19.9,18.6,20.8,24,2.4,95.8
108,서울,2023-09-27,21.5,20,23.7,11.75,1.8,90.1
108,서울,2023-09-28,22.7,19.6,27.3,,2,78.3
108,서울,2023-09-29,21.1,17.4,26.9,,1.4,61.5
108,서울,2023-09-30,19.7,17.1,22.2,6.83,2.2,77
108,서울,2023-10-01,18.4,14.4,23.7,,2.4,59.5
108,서울,2023-10-02,18.2,12.9,24.6,,1.7,53.8
108,서울,2023-10-03,17.5,14.4,22.5,,1.7,66.3
108,서울,2023-10-04,17.3,14.2,23.2,2.83,2.1,75.5
108,서울,2023-10-05,14.2,9.9,19.2,,2.6,46.1
108,서울,2023-10-06,15.5,9.6,21.5,,1.6,55.3
108,서울,2023-10-07,16.8,11.7,21.2,,2.1,62.6
108,서울,2023-10-08,17.1,15.2,19.5,2.08,2.5,67.1
108,서울,2023-10-09,17.4,14.1,22.4,4.92,1.9,68.1
108,서울,2023-10-10,17.1,11.9,23.5,,1.6,67.1
108,서울,2023-10-11,17.6,12.9,24,,1.7,57.5
108,서울,2023-10-12,17.5,12,24.1,,1.5,62.4
108,서울,2023-10-13,17.5,14.3,21.5,,1.5,69.6
108,서울,2023-10-14,14.7,12.9,18.2,6.25,1.4,84.9
108,서울,2023-10-15,16.1,10.9,21.2,,2,80
108,서울,2023-10-16,14.7,10.7,19.6,,2.4,57
108,서울,2023-10-17,13.8,7.5,20.9,,1.6,55.6
108,서울,2023-10-18,15.7,9.2,21.6,,2.1,67
108,서울,2023-10-19,17,14.9,18.9,4.5,1.5,82.5
108,서울,2023-10-20,11.6,7.2,15.1,,3.2,46.9
108,서울,2023-10-21,10.4,5.9,16.6,1.17,2.3,54.8
108,서울,2023-10-22,12.5,5.4,18.7,,1.7,67.3
108,서울,2023-10-23,15.2,11.1,21.4,,1.7,73.8
108,서울,2023-10-24,15.6,11.2,19.3,,1.7,78.5
108,서울,2023-10-25,16.6,12.7,21.9,,1.4,78.6
108,서울,2023-10-26,17.2,14.6,21.1,2.75,2.1,79.4
108,서울,2023-10-27,15.7,12.6,20.2,,1.9,71.1
108,서울,2023-10-28,14.2,9.4,20.7,,1.4,62.9
108,서울,2023-10-29,14.9,9.8,21.8,,1.7,61.6
108,서울,2023-10-30,15.1,9.7,21.9,,1.7,72
108,서울,2023-10-31,16.5,12.7,20.8,,1.8,76
108,서울,2023-11-01,19,17.2,20.6,.83,2.4,81.8
108,서울,2023-11-02,20.8,18.7,25.9,,2.9,70.9
108,서울,2023-11-03,19.5,17.7,22.4,2.75,2.8,83.3
108,서울,2023-11-04,17.4,14.1,20.9,,2.6,75.5
108,서울,2023-11-05,17.3,15.1,20.4,13.17,3.3,87
108,서울,2023-11-06,13.3,6.6,19.3,20.25,4.9,84.9
108,서울,2023-11-07,5.8,3.6,9.9,.25,3.2,62.5
108,서울,2023-11-08,8.4,1.8,16.1,,1.7,55.1
108,서울,2023-11-09,11.4,5.9,18.4,2.08,2.1,73.1
108,서울,2023-11-10,3.4,.5,9.1,,3.9,53.1
108,서울,2023-11-11,1.7,-1.9,6.7,,2.2,47.9
108,서울,2023-11-12,1.2,-2,5.7,,2.2,53.8
108,서울,2023-11-13,2,-2.2,6.7,,2.3,54
108,서울,2023-11-14,5,-.8,10.8,,1.7,66.1
108,서울,2023-11-15,7,2,12.5,,1.5,71.4
108,서울,2023-11-16,6.6,5.7,7.4,11.25,1.9,85
108,서울,2023-11-17,1.6,-1.9,5.9,1.92,2.9,59.3
108,서울,2023-11-18,.6,-3.8,5.7,,3.5,58.9
108,서울,2023-11-19,5.9,-.3,13.4,,2.4,68.3
108,서울,2023-11-20,6.2,1.8,12.8,,1.5,58.4
108,서울,2023-11-21,7.4,1.4,14.8,,1.7,59.6
108,서울,2023-11-22,9.5,2.9,15.1,,1.8,68.1
108,서울,2023-11-23,9.9,1.9,14.6,2.75,3.3,71.1
108,서울,2023-11-24,-1.5,-4.4,2.2,,3.8,51.8
108,서울,2023-11-25,-1.3,-5.9,4,,1.8,42.8
108,서울,2023-11-26,4,-.1,7.2,1.67,1.4,43.6
108,서울,2023-11-27,6.2,4.4,9.3,12.83,2.4,82.9
108,서울,2023-11-28,1.3,-1.2,5.2,.33,3.2,57.5
108,서울,2023-11-29,-1.4,-4,3,2.33,2.5,58.9
108,서울,2023-11-30,-4.3,-7.3,-.5,,2.8,48.5
108,서울,2023-12-01,-3.2,-6.8,.7,,2,55.3
108,서울,2023-12-02,2,-4.4,8,1.47,2.4,60.8
108,서울,2023-12-03,.8,-2.8,6,,1.7,56.3
108,서울,2023-12-04,2.7,-3,9.4,,1.6,59.5
108,서울,2023-12-05,6.8,3.8,12.6,,2,55.4
108,서울,2023-12-06,6.1,3.9,8.7,2.33,2.3,76.1
108,서울,2023-12-07,6.6,.8,11.4,,2.6,64
108,서울,2023-12-08,11.2,5.1,16.8,,3,73.4
108,서울,2023-12-09,13.7,11.7,16.2,,2,82.9
108,서울,2023-12-10,11.4,6.7,15.5,.08,,67.9
108,서울,2023-12-11,8.9,5,12.3,24,,82.9
108,서울,2023-12-12,5.4,3.5,9.3,4.75,2.7,75.6
108,서울,2023-12-13,6.8,2.6,10.3,,2.4,74.1
108,서울,2023-12-14,7.6,6.2,9.1,17.17,4.5,85.8
108,서울,2023-12-15,4.9,3.7,6.2,21,3.6,95.4
108,서울,2023-12-16,-4.1,-9.9,3.8,13.08,5.2,68.9
108,서울,2023-12-17,-9.8,-12.4,-6.4,,3.2,48.9
108,서울,2023-12-18,-7.7,-12.2,-3.6,,2.2,45.1
108,서울,2023-12-19,-3.7,-8.2,.2,10.08,1.9,63.1
108,서울,2023-12-20,-7.4,-11.9,-2.1,2.5,3.4,64.1
108,서울,2023-12-21,-11.7,-14.4,-8,,3,57.4
108,서울,2023-12-22,-11.6,-14.7,-8,,2.7,51.8
108,서울,2023-12-23,-6.8,-12.7,-.9,,1.8,53.4
108,서울,2023-12-24,-2.2,-5.6,3,7.42,1.6,73.4
108,서울,2023-12-25,-.7,-2.7,2.1,11.33,1.5,80.8
108,서울,2023-12-26,1.9,-2.6,7.2,,1.8,72.9
108,서울,2023-12-27,1.5,-2.8,6.8,,1.4,76.6
108,서울,2023-12-28,1.2,-1.7,4.4,,1.6,69.5
108,서울,2023-12-29,1.3,-1.5,4.6,,1.7,71
108,서울,2023-12-30,.6,-.9,2.1,16.67,2.6,92
108,서울,2023-12-31,2.1,.6,4.3,9.83,2,95.5
108,서울,2024-01-01,3.3,-.3,7.3,2.92,1.7,83.4
108,서울,2024-01-02,2.9,2.2,4.3,1.58,1.6,72.6
108,서울,2024-01-03,1.8,-1.1,4,6.25,1.6,80.4
108,서울,2024-01-04,1.4,-3.3,4.7,,1.9,74.3
108,서울,2024-01-05,5,1.4,9.1,.42,2.3,77.1
108,서울,2024-01-06,.7,-2.7,5.2,3.08,2.2,63.9
108,서울,2024-01-07,-4.4,-8.3,-.9,,3.1,57.4
108,서울,2024-01-08,-4.7,-10.3,0,,1.8,57.8
108,서울,2024-01-09,-.6,-1.9,.4,13.17,2,84
108,서울,2024-01-10,-1,-4.1,3.3,,1.7,85.9
108,서울,2024-01-11,1.7,-2.4,4.5,,1.9,80.6
108,서울,2024-01-12,.9,-1.4,4.2,,2.3,61.6
108,서울,2024-01-13,.4,-3.8,6.4,,1.4,44.3
108,서울,2024-01-14,-.6,-3.3,2.4,3.67,2.1,74.5
108,서울,2024-01-15,-3.7,-6.9,.9,,2.5,51.3
108,서울,2024-01-16,-2.1,-7.2,4.3,,1.5,49.8
108,서울,2024-01-17,.6,-2.3,1.9,13.17,2,78.5
108,서울,2024-01-18,4.5,1.4,9.4,2.58,2.4,81.5
108,서울,2024-01-19,5.4,4,9,,4.5,65.4
108,서울,2024-01-20,3.4,1.9,4.9,11.17,5.3,69.5
108,서울,2024-01-21,1.7,-2.4,4.3,8.58,2.5,75.8
108,서울,2024-01-22,-8.7,-11.9,-2.4,8.83,4.1,65.6
108,서울,2024-01-23,-11.7,-14,-8.2,,3.9,53.6
108,서울,2024-01-24,-8,-11.2,-3.7,,3.3,52
108,서울,2024-01-25,-5.3,-9.7,-.5,,2.1,47.8
108,서울,2024-01-26,-1.7,-6.9,4,,1.9,62.5
108,서울,2024-01-27,-.5,-4.6,4.6,,1.8,70
108,서울,2024-01-28,-1.5,-5,3.8,,1.9,62.3
108,서울,2024-01-29,-.4,-4.8,4.6,,1.7,66.6
108,서울,2024-01-30,1.4,-4,8.1,,1.4,59.3
108,서울,2024-01-31,4.7,.7,10.6,,1.9,54.1
108,서울,2024-02-01,2.4,-1.3,8.2,,2.1,64.9
108,서울,2024-02-02,3.1,.7,7.9,,2.1,65.5
108,서울,2024-02-03,4.7,-.2,8.3,1.83,2.2,63.9
108,서울,2024-02-04,7.3,3.7,12.2,,1.8,60.9
108,서울,2024-02-05,2.7,.1,6.6,21,5,81.8
108,서울,2024-02-06,1.2,0,2.9,7.83,2.2,83.5
108,서울,2024-02-07,.6,-.9,2.7,3.25,2.1,76.6
108,서울,2024-02-08,.6,-3,6.2,,1.6,66.9
108,서울,2024-02-09,1.1,-2.5,6.1,,2.2,66.8
108,서울,2024-02-10,1.7,-1.5,7.4,,1.9,69.4
108,서울,2024-02-11,1,-3.1,5.5,1.5,2.2,70.6
108,서울,2024-02-12,3.5,-2.9,10.5,,1.8,62.8
108,서울,2024-02-13,8.2,2,13.7,,2.5,70.6
108,서울,2024-02-14,12.9,8.8,18.3,,2.2,76.4
108,서울,2024-02-15,4.5,.6,11.6,13.33,2.9,89.9
108,서울,2024-02-16,2.3,-1.5,8.1,,1.8,72.4
108,서울,2024-02-17,4.4,-1.2,11.7,,1.7,73.5
108,서울,2024-02-18,6.2,1.2,9.4,10.08,2.8,81.4
108,서울,2024-02-19,9.1,4.2,11.9,19.5,2.3,95.8
108,서울,2024-02-20,4.3,2.8,6.8,10.08,3.4,86.3
108,서울,2024-02-21,1.9,0,4,24,5.2,92.5
108,서울,2024-02-22,.2,-1.1,1.6,17.17,4.2,84.5
108,서울,2024-02-23,1.8,-1,6.1,3.83,3.5,68.8
108,서울,2024-02-24,2,-1.3,5.9,6.75,2.9,68.6
108,서울,2024-02-25,2.8,.8,5.9,10.42,2,80.8
108,서울,2024-02-26,3.8,-1.2,9.7,,1.9,65.3
108,서울,2024-02-27,5.3,1.2,9.8,,3,52
108,서울,2024-02-28,6.4,3.2,10.1,,2.1,59.5
108,서울,2024-02-29,4.8,.3,9.6,,2.2,63.6
108,서울,2024-03-01,-4.1,-7.1,.3,,4.4,38.9
108,서울,2024-03-02,-.5,-8.1,4.1,2,3.2,60.4
108,서울,2024-03-03,4,.4,7.8,,2.9,71.5
108,서울,2024-03-04,5.4,-1.8,11.7,,1.6,45.5
108,서울,2024-03-05,8,5.5,11,,2.9,45.1
108,서울,2024-03-06,6.2,2.5,10.3,,2.8,58.8
108,서울,2024-03-07,3.9,1.2,8.2,3.83,3,62.4
108,서울,2024-03-08,2.1,-.7,6.5,,3.4,50.6
108,서울,2024-03-09,2,-2.1,7.1,,2.7,50.8
108,서울,2024-03-10,4.2,-1.8,10.6,,2.1,54
108,서울,2024-03-11,6.2,2,10.8,,,62.3
108,서울,2024-03-12,6.6,4.4,10,5.88,,78
108,서울,2024-03-13,6.5,1.3,12,,2.7,57.6
108,서울,2024-03-14,8.5,3.4,15.4,,,58.3
108,서울,2024-03-15,8.9,4,14.5,,2.3,68.5
108,서울,2024-03-16,10.9,4.4,18.3,,2.1,54.5
108,서울,2024-03-17,8.8,5.4,12.2,.75,3.7,48
108,서울,2024-03-18,7.1,1.4,13.2,,2.4,28.6
108,서울,2024-03-19,6.7,3.9,9.8,1.5,3.7,60.8
108,서울,2024-03-20,4.4,1.2,8.7,,3.4,46.5
108,서울,2024-03-21,5,-1.2,11.5,,2,46.5
108,서울,2024-03-22,10.4,3.8,15.2,7.25,3.4,57
108,서울,2024-03-23,13,9.3,18.2,2.75,2.3,66
108,서울,2024-03-24,16.2,10.5,23.4,,2.4,42.5
108,서울,2024-03-25,10.6,6.7,14.5,11.08,4,63
108,서울,2024-03-26,7.4,3.2,12.4,10.42,2.6,77.3
108,서울,2024-03-27,10.4,4.4,16.2,,2,68.4
108,서울,2024-03-28,10.3,7.8,12.2,10.83,1.8,81.8
108,서울,2024-03-29,7.6,5,12.3,4.75,2.8,73
108,서울,2024-03-30,8.8,3,15.6,,2.4,56.5
108,서울,2024-03-31,10.6,3.4,17.7,,1.9,39.9
108,서울,2024-04-01,12.2,5.5,19,,1.8,32
108,서울,2024-04-02,15.4,7,23.9,,2,37.5
108,서울,2024-04-03,16.6,13.9,19.7,.25,1.8,55.9
108,서울,2024-04-04,15.5,12.4,20.3,,2.9,52.1
108,서울,2024-04-05,14,10.2,18.8,,2.5,51.3
108,서울,2024-04-06,12.7,8,18.9,,1.9,48.6
108,서울,2024-04-07,14.8,7.7,23.4,,2,33.4
108,서울,2024-04-08,16.2,11,22.8,,2.1,46.5
108,서울,2024-04-09,15.3,10.6,20.8,,3.5,32.4
108,서울,2024-04-10,13.8,10.2,18.5,,2.6,62.6
108,서울,2024-04-11,15.5,11.7,21.1,.83,1.8,61
108,서울,2024-04-12,17.2,12,24.2,,2.1,59.6
108,서울,2024-04-13,19.1,11.2,27.3,,1.9,52.4
108,서울,2024-04-14,20.8,13.6,29.4,,1.9,47.1
108,서울,2024-04-15,16,11.7,20,12.17,2.5,77.4
108,서울,2024-04-16,13.3,11.5,17.9,6.08,2.5,82.6
108,서울,2024-04-17,15,9.7,21.8,,2.2,65.3
108,서울,2024-04-18,17.3,10.7,24.9,,2.2,53.3
108,서울,2024-04-19,17.6,11.5,24.3,,2.1,51.8
108,서울,2024-04-20,14.9,13,17.2,14,3,77.3
108,서울,2024-04-21,17.2,13.3,21.7,,3.8,65.5
108,서울,2024-04-22,18.8,15,24.1,,3.1,49.4
108,서울,2024-04-23,17.3,13.2,24.2,3.33,3.6,55
108,서울,2024-04-24,13.2,11,16.5,7,3,80.1
108,서울,2024-04-25,14.4,10.3,20.8,,1.9,75.6
108,서울,2024-04-26,17.8,11.4,26,,1.9,61.1
108,서울,2024-04-27,18.2,11.5,26.2,,1.9,56.4
108,서울,2024-04-28,20.7,13,28.9,,1.6,53.5
108,서울,2024-04-29,20.9,16.9,26.1,,3,48
108,서울,2024-04-30,18.6,16,22.5,,2.2,62.5
